縣市,日期,稉種白米零售價格(元/每公斤),硬秈白米零售價格(元/每公斤),軟秈白米零售價格(元/每公斤),圓糯白米零售價格(元/每公斤),長糯白米零售價格(元/每公斤),稉種白米躉售價格(元/每百公斤),硬秈白米躉售價格(元/每百公斤),軟秈白米躉售價格(元/每百公斤),圓糯白米躉售價格(元/每百公斤),長糯白米躉售價格(元/每百公斤),稻穀稉種價格(元/每百公斤),稻穀硬秈價格(元/每百公斤),稻穀軟秈價格(元/每百公斤),稻穀圓糯價格(元/每百公斤),稻穀長糯價格(元/每百公斤)
"台南市  ","114.5.11","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.11","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.11","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.11","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.11","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.11","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.11","44.28","0","0","58.89","58.89","4007","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.10","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.10","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.10","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.10","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.10","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.10","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.10","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.10","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.10","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.10","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.10","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.10","43.72","0","0","52.89","50.43","3859","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.10","44.07","0","0","52.46","51.38","3857","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.10","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.10","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.10","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.10","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.10","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.10","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.10","44.28","0","0","58.89","58.89","4007","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.9","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.9","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.9","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.9","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.9","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.9","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.9","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.9","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.9","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.9","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.9","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.9","43.72","0","0","52.89","50.43","3859","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.9","44.07","0","0","52.46","51.38","3857","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.9","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.9","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.9","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.9","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.9","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.9","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.9","44.28","0","0","58.89","58.89","4007","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.8","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.8","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.8","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.8","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.8","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.8","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.8","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.8","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.8","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.8","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.8","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.8","43.72","0","0","52.89","50.43","3859","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.8","44.07","0","0","52.46","51.38","3857","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.8","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.8","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.8","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.8","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.8","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.8","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.8","44.28","0","0","58.89","58.89","4007","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.7","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.7","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.7","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.7","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.7","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.7","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.7","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.7","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.7","45","48.39","48.06","51.22","49.39","3914","4178","4311","4677","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.7","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.7","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2661","2550","0","3069","2770"
"嘉義市  ","114.5.7","43.72","0","0","52.89","50.43","3859","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.7","44.07","0","0","52.46","51.38","3857","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.7","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.7","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.7","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.7","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.7","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.7","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.7","44.28","0","0","58.89","58.89","4007","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.6","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.6","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.6","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.6","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.6","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.6","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.6","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.6","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.6","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.6","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.6","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2661","2550","0","3069","2770"
"嘉義市  ","114.5.6","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.6","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.6","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.6","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.6","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.6","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.6","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.6","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.6","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.5","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.5","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.5","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.5","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.5","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.5.5","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.5.5","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.5","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.5","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.5","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.5","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2658","2550","0","3050","2742"
"嘉義市  ","114.5.5","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.5","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.5","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.5","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.5","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.5","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.5","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.5","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.5","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.4","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.4","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.4","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.4","42.96","47.78","50.83","53.75","50.42","3805","4167","4417","4740","4396","2514","0","0","0","0"
"新竹市  ","114.5.4","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.5.4","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.5.4","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.4","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.4","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.4","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.4","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2658","2550","0","3050","2742"
"嘉義市  ","114.5.4","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.4","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.4","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.4","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.4","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.4","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.4","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.4","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.4","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.3","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.3","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.3","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.3","42.96","47.78","50.83","53.75","50.42","3805","4167","4417","4740","4396","2514","0","0","0","0"
"新竹市  ","114.5.3","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.5.3","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.5.3","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.3","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.3","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.3","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.3","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2658","2550","0","3050","2742"
"嘉義市  ","114.5.3","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.3","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.3","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.3","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.3","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.3","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.3","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.3","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.3","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.2","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.2","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.2","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.2","42.96","47.78","50.83","53.75","50.42","3805","4167","4417","4740","4396","2514","0","0","0","0"
"新竹市  ","114.5.2","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.5.2","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.5.2","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.2","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.2","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.2","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.2","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4234","2658","2550","0","3050","2742"
"嘉義市  ","114.5.2","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.2","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.2","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.2","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.2","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.2","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.2","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.2","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.2","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.1","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.1","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.1","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.1","42.96","47.78","50.83","53.75","50.21","3805","4167","4396","4740","4323","2514","0","0","0","0"
"新竹市  ","114.5.1","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.5.1","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.5.1","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.1","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.1","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.5.1","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.1","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4220","2658","2550","0","3050","2742"
"嘉義市  ","114.5.1","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.1","44.07","0","0","52.46","51.38","3848","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.1","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.5.1","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.1","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.5.1","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.1","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.1","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.1","44.28","0","0","58.89","58.89","3998","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.4.30","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.4.30","52.22","57.62","59.17","65","60.74","4380","4531","4804","5278","4968","0","0","0","0","0"
"新北市  ","114.4.30","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.4.30","42.96","47.5","48.33","53.54","49.9","3805","4167","4313","4729","4292","2514","0","0","0","0"
"新竹市  ","114.4.30","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.4.30","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.4.30","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.4.30","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.4.30","45","48.39","48.06","51.22","49.39","3910","4178","4295","4665","4235","2643","0","2750","3087","2696"
"南投縣  ","114.4.30","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.4.30","43.25","46.38","0","51.45","47.93","3895","4125","0","4546","4224","2655","2550","0","3050","2742"
"嘉義市  ","114.4.30","43.72","0","0","52.89","50.43","3842","0","0","4409","4150","2633","2250","0","0","0"
"嘉義縣  ","114.4.30","44.07","0","0","52.46","51.38","3845","0","0","4383","4111","2633","2242","0","0","0"
"台南市  ","114.4.30","45.01","60","46.67","55.42","53.33","3918","4146","0","4569","4265","2680","0","0","0","0"
"高雄市  ","114.4.30","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.4.30","40.92","46.02","0","50.4","51.87","3555","4152","0","4083","4089","2666","0","0","0","0"
"宜蘭縣  ","114.4.30","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.4.30","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.4.30","59.3","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.4.30","44.28","0","0","58.89","58.89","3995","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.4.29","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.4.29","52.22","57.62","59.17","65","60.74","4380","4531","4804","5278","4968","0","0","0","0","0"
"新北市  ","114.4.29","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.4.29","42.96","47.5","48.33","53.54","49.9","3805","4167","4313","4729","4292","2514","0","0","0","0"
"新竹市  ","114.4.29","45.75","50.83","0","54.87","52.78","4042","4345","0","4738","4417","0","0","0","0","0"
"新竹縣  ","114.4.29","44.58","48","0","53.33","52.33","3952","4217","0","4792","4317","2533","0","0","0","0"
"苗栗縣  ","114.4.29","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.4.29","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
